"book_id","isbn","authors","original_publication_year","original_title","title","language_code","image_url"
611,"618391118","J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,"The Silmarillion","The Silmarillion (Middle-Earth Universe)","eng","https://images.gr-assets.com/books/1336502583m/7332.jpg"
612,"451210859","Stephen King",1987,"The Drawing of the Three","The Drawing of the Three (The Dark Tower, #2)","eng","https://images.gr-assets.com/books/1370918050m/5094.jpg"
613,"330449605","Kate Morton",2008,"The Forgotten Garden","The Forgotten Garden","en-GB","https://images.gr-assets.com/books/1455283767m/3407877.jpg"
614,"99428644","Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,"Der Prozeß","The Trial","eng","https://images.gr-assets.com/books/1320399438m/17690.jpg"
615,"142501557","Sarah Dessen",2002,"This Lullaby","This Lullaby","eng","https://images.gr-assets.com/books/1397779294m/22205.jpg"
616,"743275012","Jodi Picoult",2000,"Plain Truth","Plain Truth","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
617,"385523386","Piper Kerman",2010,"Orange Is the New Black: My Year in a Women's Prison","Orange Is the New Black","eng","https://images.gr-assets.com/books/1320520714m/6314763.jpg"
618,"451528018","Arthur Conan Doyle, Anne Perry",1902,"The Hound of the Baskervilles","The Hound of the Baskervilles","eng","https://images.gr-assets.com/books/1355929358m/8921.jpg"
619,"374275637","Daniel Kahneman",2011,"Thinking, Fast and Slow","Thinking, Fast and Slow","eng","https://images.gr-assets.com/books/1317793965m/11468377.jpg"
620,"345350499","Marion Zimmer Bradley",1982,"The Mists of Avalon","The Mists of Avalon (Avalon, #1)","eng","https://images.gr-assets.com/books/1388857089m/402045.jpg"
621,"689841582","Judy Blume",1970,"Are You There God? It's Me, Margaret","Are You There God? It's Me, Margaret","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
622,"446612707","Nicholas Sparks",2002,"Nights in Rodanthe","Nights in Rodanthe","eng","https://images.gr-assets.com/books/1328145638m/15926.jpg"
623,"1476754454","Stephen King",2014,"Mr. Mercedes","Mr. Mercedes (Bill Hodges Trilogy, #1)","eng","https://images.gr-assets.com/books/1468705326m/18775247.jpg"
624,"441014941","Charlaine Harris",2007,"All Together Dead","All Together Dead (Sookie Stackhouse, #7)","eng","https://images.gr-assets.com/books/1417964062m/140075.jpg"
625,"375706771","Chris Bohjalian",1997,"Midwives","Midwives","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
626,"395389496","Chris Van Allsburg",1985,"The Polar Express","The Polar Express","en-US","https://images.gr-assets.com/books/1356707942m/420282.jpg"
627,"140544518","Jon Scieszka, Lane Smith",1989,"The True Story of the Three Little Pigs","The True Story of the 3 Little Pigs","en-GB","https://images.gr-assets.com/books/1327884731m/125507.jpg"
628,"425134350","Tom Clancy",1987,"Patriot Games","Patriot Games (Jack Ryan Universe, #2)","eng","https://images.gr-assets.com/books/1328007145m/32682.jpg"
629,"61124265","Paulo Coelho, Margaret Jull Costa",1998,"Veronika decide morrer","Veronika Decides to Die","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
630,"385349947","Sheryl Sandberg, Nell Scovell",2013,"Lean In: Women, Work, and the Will to Lead","Lean In: Women, Work, and the Will to Lead","eng","https://images.gr-assets.com/books/1364250803m/16071764.jpg"
631,"441013333","Charlaine Harris",2005,"Dead as a Doornail ","Dead as a Doornail (Sookie Stackhouse, #5)","eng","https://images.gr-assets.com/books/1468562419m/170210.jpg"
632,"62085484","Tahereh Mafi",2011,"Shatter Me (Shatter Me, #1)","Shatter Me (Shatter Me, #1)","en-US","https://images.gr-assets.com/books/1310649047m/10429045.jpg"
633,"441783589","Robert A. Heinlein",1959,"Starship Troopers","Starship Troopers","en-CA","https://images.gr-assets.com/books/1406457252m/17214.jpg"
634,"385342063","Sophie Kinsella",2011,"I've Got Your Number","I've Got Your Number","eng","https://images.gr-assets.com/books/1327956732m/12033455.jpg"
635,"1857993284","Jostein Gaarder, Paulette Møller",1991,"Sofies Verden","Sophie's World","eng","https://images.gr-assets.com/books/1343459906m/10959.jpg"
636,"316134112","Mark Cotta Vaz",2011,"nan","The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)","eng","https://images.gr-assets.com/books/1327904795m/11260526.jpg"
637,"553278223","Ray Bradbury",1950,"The Martian Chronicles","The Martian Chronicles","en-US","https://images.gr-assets.com/books/1374049948m/76778.jpg"
638,"307592839","Jennifer Egan",2010,"A Visit From the Goon Squad","A Visit from the Goon Squad","eng","https://images.gr-assets.com/books/1356844046m/7331435.jpg"
639,"753454947","Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,"Heidi","Heidi","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
640,"61015725","Michael Crichton",2002,"Prey","Prey","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
641,"7202326","C.S. Lewis",1956,"The Last Battle","The Last Battle (Chronicles of Narnia, #7)","eng","https://images.gr-assets.com/books/1308814830m/84369.jpg"
642,"525950079","Ken Follett",2007,"World Without End","World Without End (The Kingsbridge Series, #2)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
643,"312360304","P.C. Cast, Kristin Cast",2008,"Chosen: A House of Night Novel","Chosen (House of Night, #3)","en-US","https://images.gr-assets.com/books/1393192825m/1326258.jpg"
644,"nan","Colleen Hoover",2012,"Slammed","Slammed (Slammed, #1)","eng","https://images.gr-assets.com/books/1328530463m/13372690.jpg"
645,"60874163","Alex Flinn",2007,"Beastly (Beastly, #1, Kendra Chronicles, #1)","Beastly (Beastly, #1; Kendra Chronicles, #1)","eng","https://images.gr-assets.com/books/1334260193m/544891.jpg"
646,"140424385","Geoffrey Chaucer, Nevill Coghill",1390,"Tales of Caunterbury","The Canterbury Tales","eng","https://images.gr-assets.com/books/1261208589m/2696.jpg"
647,"312348649","Emily Giffin",2006,"Baby Proof","Baby Proof","en-US","https://images.gr-assets.com/books/1361466583m/42149.jpg"
648,"375856110","Christopher Paolini",2011,"Inheritance","Inheritance (The Inheritance Cycle, #4)","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
649,"307593312","Haruki Murakami, Jay Rubin, Philip Gabriel",2009,"いちきゅうはちよん [Ichi-Kyū-Hachi-Yon]","1Q84","eng","https://images.gr-assets.com/books/1483103331m/10357575.jpg"
650,"1840224029","Harriet Beecher Stowe",1852,"Uncle Tom's Cabin or Life Among the Lowly","Uncle Tom's Cabin","eng","https://images.gr-assets.com/books/1414349231m/46787.jpg"
651,"60809248","Gaston Leroux, Alexander Teixeira de Mattos",1909,"Le Fantôme de l'Opéra","The Phantom of the Opera","eng","https://images.gr-assets.com/books/1327867727m/480204.jpg"
652,"441014917","Charlaine Harris",2006,"Definitely Dead (Sookie Stackhouse, #6)","Definitely Dead (Sookie Stackhouse, #6)","en-US","https://images.gr-assets.com/books/1468562748m/140079.jpg"
653,"156007754","José Saramago, Giovanni Pontiero",1995,"Ensaio Sobre a Cegueira","Blindness","en-US","https://images.gr-assets.com/books/1327866409m/2526.jpg"
654,"374158460","Jonathan Franzen",2010,"Freedom","Freedom","en-US","https://images.gr-assets.com/books/1316729686m/7905092.jpg"
655,"142421715","Ally Condie",2011,"Crossed","Crossed (Matched, #2)","eng","https://images.gr-assets.com/books/1374335939m/15812814.jpg"
656,"1423100034","Ally Carter",2006,"I'd Tell You I Love You, But Then I'd Have to Kill You","I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)","en-US","https://images.gr-assets.com/books/1334491180m/852470.jpg"
657,"1416562591","Aravind Adiga",2008,"The White Tiger","The White Tiger","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
658,"1841156736","Jonathan Franzen",2001,"The Corrections","The Corrections","eng","https://images.gr-assets.com/books/1355011305m/3805.jpg"
659,"1921351438","Barack Obama",1995,"Dreams from My Father","Dreams from My Father: A Story of Race and Inheritance","eng","https://images.gr-assets.com/books/1352340675m/88061.jpg"
660,"60541830","Michael Crichton",1980,"Congo","Congo","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
661,"689711735","Judith Viorst, Ray Cruz",1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day","en-CA","https://images.gr-assets.com/books/1405259744m/46677.jpg"
662,"618101365","Jhumpa Lahiri",1999,"Interpreter of Maladies","Interpreter of Maladies","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
663,"60838655","Howard Zinn",1980,"A People's History of the United States: 1492 to Present ","A People's History of the United States","eng","https://images.gr-assets.com/books/1494279423m/2767.jpg"
664,"679745653","Truman Capote",1958,"Breakfast at Tiffany's","Breakfast at Tiffany's","eng","https://images.gr-assets.com/books/1477015353m/251688.jpg"
665,"345504968","Justin Cronin",2010,"The Passage","The Passage (The Passage, #1)","eng","https://images.gr-assets.com/books/1327874267m/6690798.jpg"
666,"60515198","Neil Gaiman",2005,"Anansi Boys","Anansi Boys","eng","https://images.gr-assets.com/books/1479778049m/2744.jpg"
667,"670011940","Sarah Dessen",2009,"Along for the Ride","Along for the Ride","eng","https://images.gr-assets.com/books/1479692098m/5664985.jpg"
668,"159420571X","Celeste Ng",2014,"Everything I Never Told You","Everything I Never Told You","eng","https://images.gr-assets.com/books/1386795198m/18693763.jpg"
669,"553383809","Isabel Allende, Magda Bogin",1982,"La casa de los espíritus","The House of the Spirits","en-US","https://images.gr-assets.com/books/1358615501m/9328.jpg"
670,"451155750","Stephen King",1979,"The Dead Zone","The Dead Zone","en-US","https://images.gr-assets.com/books/1283509622m/11573.jpg"
671,"646418432","Agatha Christie, Ροζίτα Σώκου",1920,"The Mysterious Affair at Styles","The Mysterious Affair at Styles (Hercule Poirot, #1)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
672,"425200450","Agatha Christie",1934,"Murder in the Calais Coach","Murder on the Orient Express (Hercule Poirot, #10)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
673,"307271080","Chimamanda Ngozi Adichie",2013,"Americanah","Americanah","eng","https://images.gr-assets.com/books/1356654499m/15796700.jpg"
674,"446611085","James Patterson",2001,"Suzanne's Diary for Nicholas","Suzanne's Diary for Nicholas","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
675,"451167805","Stephen King",1980,"Firestarter","Firestarter","eng","https://images.gr-assets.com/books/1394208032m/233667.jpg"
676,"425263924","Sylvia Day",2013,"Entwined with You","Entwined with You (Crossfire, #3)","eng","https://images.gr-assets.com/books/1362526983m/15731779.jpg"
677,"307266303","Christopher McDougall",2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","eng","https://images.gr-assets.com/books/1320531983m/6289283.jpg"
678,"1616203218","Gabrielle Zevin",2014,"The Storied Life of A.J. Fikry","The Storied Life of A.J. Fikry","eng","https://images.gr-assets.com/books/1404582137m/18293427.jpg"
679,"590133373","Ludwig Bemelmans",1939,"Mad About Madeline","Madeline","en-GB","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
680,"1585424331","Napoleon Hill",1937,"Think and Grow Rich","Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
681,"60885378","Laura Ingalls Wilder, Garth Williams",1932,"Little House In The Big Woods","Little House in the Big Woods (Little House, #1)","eng","https://images.gr-assets.com/books/1475195170m/8337.jpg"
682,"765356155","Susanna Clarke",2004,"Jonathan Strange & Mr Norrell","Jonathan Strange & Mr Norrell","eng","https://images.gr-assets.com/books/1357027589m/14201.jpg"
683,"446696137","Nicholas Sparks",2001,"A Bend in the Road","A Bend in the Road","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
684,"1423146727","Rick Riordan",2013,"The House of Hades","The House of Hades (The Heroes of Olympus, #4)","eng","https://images.gr-assets.com/books/1464201430m/12127810.jpg"
685,"61448761","Michael  Grant",2008,"Gone","Gone (Gone, #1)","eng","https://images.gr-assets.com/books/1357796831m/2536134.jpg"
686,"446615862","Nicholas Sparks",2003,"The Wedding","The Wedding (The Notebook, #2)","en-US","https://images.gr-assets.com/books/1385738787m/3466.jpg"
687,"743226720","David McCullough",2005,"1776","1776","eng","https://images.gr-assets.com/books/1306787560m/1067.jpg"
688,"330419129","Jon Krakauer",2003,"Under the Banner of Heaven: A Story of Violent Faith","Under the Banner of Heaven: A Story of Violent Faith","eng","https://images.gr-assets.com/books/1356441391m/10847.jpg"
689,"61928127","Jess Walter",2012,"Beautiful Ruins","Beautiful Ruins","eng","https://images.gr-assets.com/books/1338161553m/11447921.jpg"
690,"307237699","Barack Obama",2006,"The Audacity of Hope: Thoughts on Reclaiming the American Dream","The Audacity of Hope: Thoughts on Reclaiming the American Dream","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
691,"743455967","Stephen King",1999,"On Writing: A Memoir of the Craft","On Writing: A Memoir of the Craft","eng","https://images.gr-assets.com/books/1436735207m/10569.jpg"
692,"312364083","Kristin Hannah",2008,"Firefly Lane","Firefly Lane (Firefly Lane, #1)","en-US","https://images.gr-assets.com/books/1362435448m/1472878.jpg"
693,"345418972","Michael Crichton",1987,"Sphere","Sphere","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
694,"312348673","Emily Giffin",2008,"Love the One You're With","Love the One You're With","en-US","https://images.gr-assets.com/books/1361466590m/2120652.jpg"
695,"316206873","Robert Galbraith, J.K. Rowling",2014,"The Silkworm","The Silkworm (Cormoran Strike, #2)","eng","https://images.gr-assets.com/books/1392577290m/18214414.jpg"
696,"345476883","Anne Rice",1985,"The Vampire Lestat","The Vampire Lestat (The Vampire Chronicles, #2)","eng","https://images.gr-assets.com/books/1347515742m/43814.jpg"
697,"62049801","Ann Patchett",2011,"State of Wonder","State of Wonder","eng","https://images.gr-assets.com/books/1454428541m/9118135.jpg"
698,"374533571","Matthew Quick",2008,"The Silver Linings Playbook","The Silver Linings Playbook","en-US","https://images.gr-assets.com/books/1358277412m/13539044.jpg"
699,"076072850X","Jules Verne, Anthony Bonner",1869,"Vingt Mille Lieues Sous les Mers","Twenty Thousand Leagues Under the Sea","eng","https://images.gr-assets.com/books/1494979127m/33507.jpg"
700,"743272498","Philippa Gregory",2005,"The Constant Princess","The Constant Princess (The Plantagenet and Tudor Novels, #6)","en-US","https://images.gr-assets.com/books/1355932704m/16181.jpg"
701,"151009988","Virginia Woolf, Maureen Howard",1925,"Mrs Dalloway","Mrs. Dalloway","en-US","https://images.gr-assets.com/books/1479336522m/14942.jpg"
702,"1843913720","Jonas Jonasson, Rod Bradbury",2009,"Hundraåringen som klev ut genom fönstret och försvann","The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared","en-GB","https://images.gr-assets.com/books/1334848488m/13486632.jpg"
703,"067102423X","Stephen King",1998,"Bag of Bones","Bag of Bones","en-US","https://images.gr-assets.com/books/1365592796m/10589.jpg"
704,"786226749","John Irving",1985,"The Cider House Rules","The Cider House Rules","eng","https://images.gr-assets.com/books/1327962519m/4687.jpg"
705,"451190750","Richard Bachman, Stephen King",1984,"Thinner","Thinner","en-GB","https://images.gr-assets.com/books/1346947063m/10605.jpg"
706,"014044906X","Jules Verne, Michael Glencross, Brian W. Aldiss",1872,"Le tour du monde en quatre-vingts jours","Around the World in Eighty Days","eng","https://images.gr-assets.com/books/1308815551m/54479.jpg"
707,"60739495","Sharon Creech",1994,"Walk Two Moons","Walk Two Moons","eng","https://images.gr-assets.com/books/1389035862m/53496.jpg"
708,"60589280","Paulo Coelho, Margaret Jull Costa",2003,"Onze minutos","Eleven Minutes","eng","https://images.gr-assets.com/books/1358266987m/1430.jpg"
